Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Langenscheidt Power Wörterbuch Deutsch,,,,,"Dieter Götz,Hans Wellmann","Götz, Dieter",,,,,,Langenscheidt,,,2009,,,,Foreign Language Study,"Diccionario monolingüe para alumnos de alemán. Más de 50.000 entradas, locuciones y ejemplos, con ayudas esenciales para el aprendizaje y cuadros informativos sobre lengua y cultura.",,,,,,,,,,,1122,,,,,,alemán,,,,,,9783468131103,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 12:25:22.281486988,,,,,,,,c2UrOgAACAAJ,,0,0,0,,,
NUEVA ORLEANS GUIAS VISUALES 2005,,,,,El País,"País, El",,,,,,El País-Aguilar,Madrid,2005/02/28,2005,,,,,,,,,,,,,,,,240,,,,,,español,,,,,,9788403503458,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:47:15.567867994,,,,,,,,l8LiAAAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/392A29B0-2604-4C8D-B271-2D8C9CE360A7,
Nueva York,,,,,Luis Barolome,"Barolome, Luis",,,,,,El País,,1998/02/02,1998,,,,History,,,,,,,,,,,,432,,,,,,español,,,,,,9788403594302,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:47:35.799427032,,,,,,,,Q9nWSgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/05B0894E-D2EA-4136-86F3-B6EE465A69D1,
Ópera y operaciones : cómo gestionar las operaciones en el siglo XXI : reflexiones desde el teatro,,,,,"Beatriz Muñoz-Seca,Josep Riverola","Muñoz-Seca, Beatriz",,,,,,Pearson Educación,"Naucalpan de Juarez, Estado de Mexico",,2007,,,,Business & Economics,,,,,,,,,,,,390,,,,,,español,,,,,,9788483223796,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/10/02 10:17:38.909945011,,,,,,,,9af1NAAACAAJ,,0,0,0,,,
Paraísos naturales,,30 escapadas a destinos sorprendentes de España,,,Isabel Aizpún,"Aizpún, Isabel",,,,,,RBA,Barcelona,,2004,,,,,,,,,,,,,,,,190,,,,,,español,,,,,,9788482983134,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 12:01:55.777953028,,,,,,,,RRTFAAAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/996AEC53-E38E-4A1D-A0E2-37992EE2A632,
Paris,,,,,Grace Coston,"Coston, Grace",,,,,,Plaza & Janés,,,1992,,,,,,,,,,,,,,,,118,,,,,,español,,,,,,9783575789532,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:49:05.519727945,,,,,,,,b4PNtgAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/C9F94007-AF05-41F1-AC59-EDE041C1A979,
PERU GUIAS VISUALES 2009,,,,,Carmen G. Barragán,"Barragán, Carmen G.",,,,,,El País-Aguilar,,2008/12/17,2008,,,,,,,,,,,,,,,,352,,,,,,español,,,,,,9788403507180,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:45:36.492176055,,,,,,,,4NnQcQAACAAJ,,0,0,0,,http://images.amazon.com/images/P/8403507186.01Z.jpg,
Praga,,,,,SIN AUTOR,"AUTOR, SIN",,,,,,El País,,,2006,,,,,,,,,,,,,,,,272,,,,,,español,,,,,,9788403504073,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:45:50.505529999,,,,,,,,QdUCAQAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/10829542-L.jpg,
Recuerda Valle del Jerte,,,,,Muro Castillo Matilde,"Matilde, Muro Castillo",,,,,,Editorial Everest,,,2001,,,,Travel,"Disfrutar del espectáculo de los cerezos en flor es una de las muchas posibilidades que ofrece este libro, junto a las maravillas del paisaje, la arquitectura tradicional, los trajes típicos, la gastronomía y las fiestas de los distintos pueblecitos que jalonan esta bella comarca cacereña. Con mapa de la comarca y más de 80 fotografías en color.",,,,,,,,,,,64,,,,,,español,,,,,,9788424102920,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:43:34.122305989,,,,,,,,2C4_OwAACAAJ,,0,0,0,,http://images.amazon.com/images/P/8424102924.01Z.jpg,
Roma,,,,,Thema,Thema,,,,,,Salvat,,,1998,,,,,,,,,,,,,,,,254,,,,,,español,,,,,,9788434597457,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:49:37.783581018,,,,,,,,zr3vAAAACAAJ,,0,0,0,,,
Roma,,,,,Lonely Planet,"Planet, Lonely",,,,,,Lonely Planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:50:52.169461011,,,,,,,,,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/F666B623-EE70-4C0A-B45E-228FBE400CB6,
Roma y el Vaticano,,,,,Cincos Valigi,"Valigi, Cincos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 12:27:19.936027050,,,,,,,,,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/4F958827-00B6-4275-BE39-C6E65D7E78F8,
Rutas desde Madrid en coche,,,,,Javier Echenagusia,"Echenagusia, Javier",,,,,,El País Aguilar,,2001/05/01,2001,,,,Science,,,,,,,,,,,,328,,,,,,español,,,,,,9788403500402,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:48:36.228580951,,,,,,,,hQpNPQAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/14202459-L.jpg,
Rutas monumentales,,30 escapadas a destinos sorprendentes de España,,,Isabel Aizpún,"Aizpún, Isabel",,,,,,RBA,Barcelona,,2004,,,,,,,,,,,,,,,,190,,,,,,español,,,,,,9788482983127,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 12:02:03.450734019,,,,,,,,3izMjgEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/7396920-L.jpg,
Suiza,,,,,VV. AA.,"AA., VV.",,,,,,El País-Aguilar,,,2008,,,,,,,,,,,,,,,,322,,,,,,español,,,,,,9788403506541,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:46:14.191570043,,,,,,,,Qq2vcQAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/F8A4EECD-60C0-4DEE-95FB-241A9C35D39A,
The Five Dysfunctions of a Team,,"A Leadership Fable, 20th Anniversary Edition",,,Patrick M. Lencioni,"Lencioni, Patrick M.",,,,,,John Wiley & Sons,San Francisco,2002/04/11,2002,,,,Business & Economics,"The New York Times best-selling team leadership handbook for modern executives, managers, and organizations After her first two weeks observing the problems at DecisionTech, Kathryn Petersen, its new CEO, had more than a few moments when she wondered if she should have taken the job. But Kathryn knew there was little chance she would have turned it down. After all, retirement had made her antsy, and nothing excited her more than a challenge. What she could not have known when she accepted the job, however, was just how dysfunctional her team was, and how team members would challenge her in ways that no one ever had before. For twenty years, The Five Dysfunctions of a Team has been engaging audiences with a page-turning, realistic fable that follows the travails of Kathryn Petersen, DecisionTech’s CEO, as she faces the ultimate leadership crisis. She must unite a team in such disarray that it threatens to derail the entire company. Equal parts leadership fable and business handbook, this definitive source on teamwork by Patrick Lencioni reveals the five behavioral tendencies that go to the heart of why even the best teams struggle. He offers a powerful model and step-by-step guide for overcoming those dysfunctions and getting every one rowing in the same direction. Today, the lessons in The Five Dysfunctions of a Team are more relevant than ever. This special anniversary edition celebrates one of the best-selling business books of all time with a new foreword from the author that reflects on its legacy and lessons.",,,,,,,,,,,256,,,,,,inglés,,,,,,9780787960759,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 12:00:59.919142007,,,,,,,,dsN3CgAAQBAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/9B9FFA97-F959-4C47-A50F-CDBAE91DEB73,
The New Strategic Selling,,The Unique Sales System Proven Successful by the World's Best Companies,,,"Robert B. Miller,Stephen E. Heiman,Tad Tuleja","Miller, Robert B.",,,,,,Grand Central Publishing,"New York, NY",2005/04/20,2005,,,,Business & Economics,"The Book That Sparked A Selling Revolution In 1985 one book changed sales and marketing forever. Rejecting manipulative tactics and emphasizing ""process,"" Strategic Selling presented the idea of selling as a joint venture and introduced the decade's most influential concept, Win-Win. The response to Win-Win was immediate and helped turn the small company that created Strategic Selling, Miller Heiman, into a global leader in sales development with the most prestigious client list in the industry. The New Strategic Selling This modern edition of the business classic confronts the rapidly evolving world of business-to-business sales with new real-world examples, new strategies for confronting competition, and a special section featuring the most commonly asked questions from the Miller Heiman workshops. Learn: * How to identify the four real decision makers in every corporate labyrinth * How to prevent sabotage by an internal deal-killer * How to make a senior executive eager to see you * How to avoid closing business that you'll later regret * How to manage a territory to provide steady, not ""boom and bust,"" revenue * How to avoid the single most common error when dealing with the competition.",,,,,,,,,,,448,,,,,,inglés,,,,,,9780446695190,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 12:13:13.812324047,,,,,,,,ZbVaPwAACAAJ,,0,0,0,,,
The New Strategic Selling,,The Unique Sales System Proven Successful by the World's Best Companies,,,"Robert B. Miller,Stephen E. Heiman,Tad Tuleja","Miller, Robert B.",,,,,,Grand Central Publishing,"New York, NY",2005/04/20,2005,,,,Business & Economics,"The Book That Sparked A Selling Revolution In 1985 one book changed sales and marketing forever. Rejecting manipulative tactics and emphasizing ""process,"" Strategic Selling presented the idea of selling as a joint venture and introduced the decade's most influential concept, Win-Win. The response to Win-Win was immediate and helped turn the small company that created Strategic Selling, Miller Heiman, into a global leader in sales development with the most prestigious client list in the industry. The New Strategic Selling This modern edition of the business classic confronts the rapidly evolving world of business-to-business sales with new real-world examples, new strategies for confronting competition, and a special section featuring the most commonly asked questions from the Miller Heiman workshops. Learn: * How to identify the four real decision makers in every corporate labyrinth * How to prevent sabotage by an internal deal-killer * How to make a senior executive eager to see you * How to avoid closing business that you'll later regret * How to manage a territory to provide steady, not ""boom and bust,"" revenue * How to avoid the single most common error when dealing with the competition.",,,,,,,,,,,448,,,,,,inglés,,,,,,9780446695190,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 12:30:40.823820948,,,,,,,,ZbVaPwAACAAJ,,0,0,0,,,
Vender es mucho más : secretos de la fidelización en la venta,,,,,Cosimo Chiesa de Negri,"Negri, Cosimo Chiesa de",,,,,,Empresa Activa,,,2007,,,,Business & Economics,"Secretos de la fidelización en la venta Vender es una actividad esencial en el mundo empresario actual, pese a lo cual existe aún mucha improvisación, y poco profesionalismo y reconocimiento para los vendedores. Este libro va dirigido especialmente a todos los que han decidido dedicarse a la labor comercial; a los que están en contacto cada día con el cliente, a veces sin ningún apoyo ni publicitario ni promocional, utilizando exclusivamente sus conocimientos y habilidades; a quienes han optado por uno de los trabajos más difíciles y enriquecedores que existen. A través de un relato sencillo y directo, en el cual un experimentado director comercial brinda cuarenta consejos básicos a un joven vendedor, el autor ofrece una guía básica para cualquiera que desee mejorar su forma de vender. Destaca también la necesidad de que el vendedor se convierta en una especie de consultor capaz de identificar las necesidades de los clientes y darles siempre algo más de lo estrictamente convenido en la venta.",,,,,,,,,,,160,,,,,,español,,,,,,9788496627147,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 12:13:30.579967975,,,,,,,,ilmoGAAACAAJ,,0,0,0,,,
Viena y Austria,,,,,Héctor Feliciano,"Feliciano, Héctor",,,,,,Salvat,,,1998,,,,,,,,,,,,,,,,271,,,,,,español,,,,,,9788434597655,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:49:27.628368973,,,,,,,,c0NZxgEACAAJ,,0,0,0,,,
Yuste,,el emperador ensimismado,,,Florencio Palomo Molano,"Molano, Florencio Palomo",,,,,,"Editorial Everest, S.A.",,,1999,,,,,,,,,,,,,,,,,,,,,,español,,,,,,9788424194475,,0,0.000000,Estantería 1.7,Unread,,0,,,,,,,,0,,,,,2025/09/27 11:53:33.275557041,,,,,,,,IGmhzwEACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/7F1C3BC3-A1DA-403F-BD04-20B7183FBBF3,
Bizancio,,,,,"Stephen R. Lawhead,Steve Lawhead","Lawhead, Stephen R.",,,,,,Círculo de Lectores,,,,,,,,,,,,,,,,,,,748,,,,,,español,,,,,,9788422674733,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 12:00:54.453387022,,,,,,,,bewSAAAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8217441-L.jpg,
El abisinio,,,,,Jean-Christophe Rufin,"Rufin, Jean-Christophe",,,,,,Círculo de Lectores,,,,,,,,,,,,,,,,,,,475,,,,,,español,,,,,,9788422674740,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 12:02:08.685135006,,,,,,,,Uoq-AQAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/1FD9DCD4-8B4D-4F89-841C-1D60567EF43E,
El cliente,,,,,John Grisham,"Grisham, John",,,,,,Planeta,,,,,,,Fiction,,,,,,,,,,,,418,,,,,,español,,,,,,9788408010227,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 12:05:24.919185042,,,,,,,,Brt8QgAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/7418282-L.jpg,
El Dios de las Pequeñas Cosas,,,,,Arundhati Roy,"Roy, Arundhati",,,,,,"Circulo de Lectores, S.A.",,,,,,,Fiction,Een Indiase tweeling wordt van elkaar gescheiden nadat een Engels nichtje in hun bijzijn om het leven is gekomen. Na 23 jaar worden ze weer herenigd en beleven opnieuw de gebeurtenissen van die tijd.,,,,,,,,,,,400,,,,,,español,,,,,,9788422671893,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 12:03:33.259749054,,,,,,,,sCeKNQAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/7C55A0B1-75CE-43D7-9C83-9CC3D5DD2A28,
El juego del ángel,,,,,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,,,,,Planeta,,,,,,,Fiction,"El Juego del Ángel es una gran aventura de intriga, romance y tragedia, a través de un laberinto de secretos donde el embrujo de los libros, la pasión y la amistad se conjugan en un relato magistral. Con El Juego del Ángel, ambientada en la Barcelona de los años 20, el autor de La Sombra del Viento regresa al Cementerio de los Libros Olvidados y nos sumerge de nuevo en su fascinante universo.",,,,,,,,,,,667,,,,,,español,,,,,,9788408081180,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 11:58:58.706011056,,,,,,,,tUWnLwAACAAJ,,0,0,0,,,
El laberinto de los espíritus,,,,,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,,,,,Planeta,,,,,,,Juvenile Nonfiction,"Quince años después de que el pequeño Daniel se adentrara por primera vez en el Cementerio de los Libros Olvidados, la gran odisea de los Sempere y tantos otros personajes que hemos compartido llega a su gran final en la más intensa, compleja y apasionante de sus aventuras. Es hora de adentrarse por fin en los secretos del laberinto y llegar al corazón de la historia. Quiero agradeceros que hayamos compartido camino a lo largo de tantos años y libros. Esta historia es ya tan mía como vuestra. En nombre de Daniel, Bea, Fermín, Isabella, Carax y todos los integrantes del universo del Cementerio de los Libros Olvidados, gracias. Se levanta ahora el telón para la más grande de todas sus aventuras. Nos vemos en los libros. Carlos Ruiz Zafón. En la Barcelona de finales de los años 50, Daniel Sempere ya no es aquel niño que descubrió un libro que habría de cambiarle la vida entre los pasadizos del Cementerio de los Libros Olvidados. El misterio de la muerte de su madre Isabella ha abierto un abismo en su alma del que su esposa Bea y su fiel amigo Fermín intentan salvarle. Justo cuando Daniel cree que está a un paso de resolver el enigma, una conjura mucho más profunda y oscura de lo que nunca podría haber imaginado despliega su red desde las entrañas del Régimen. Es entonces cuando aparece Alicia Gris, un alma nacida de las sombras de la guerra, para conducirlos al corazón de las tinieblas y desvelar la historia secreta de la familia? aunque a un terrible precio. El Laberinto de los Espíritus es un relato electrizante de pasiones, intrigas y aventuras. A través de sus páginas llegaremos al gran final de la saga iniciada con La Sombra del Viento, que alcanza aquí toda su intensidad y calado, a la vez que dibuja un gran homenaje al mundo de los libros, al arte de narrar historias y al vínculo mágico entre la literatura y la vida. Descarga aquí en exclusiva una lámina con el mapa de los escenarios más relevantes de las cuatro novelas de El cementerio de los libros olvidados.",,,,,,,,,,,925,,,,,,español,,,,,,9788408163381,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 11:58:02.811053037,,,,,,,,PURdvgAACAAJ,,0,0,0,,,
El príncipe de la niebla,,,,,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,,,,,Booket,,,2007,,,,Fiction,"El nuevo hogar de los Carver está rodeado de misterio. En él aún se respira el espíritu de Jacob, el hijo de los antiguos propietarios, que murió ahogado. Las extrañas circunstancias de esa muerte sólo empiezan a aclararse con la aparición de un diabólico personaje: el Príncipe de la Niebla.",,,,,,,,,,,230,,,,,,español,,,,,,9788408072805,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/10/11 18:06:10.576339006,,,,,,,,Qaq3GQAACAAJ,,0,0,0,,,
El prisionero del cielo,,,,,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,,,,,Planeta,,,,,,,Fiction,"Barcelona, 1957. Daniel Sempere y su amigo Fermín, los héroes de La Sombra del Viento , regresan de nuevo a la aventura para afrontar el mayor desafío de sus vidas. Justo cuando todo empezaba a sonreírles, un inquietante personaje visita la librería de Sempere y amenaza con desvelar un terrible secreto que lleva enterrado dos décadas en la oscura memoria de la ciudad. Al conocer la verdad, Daniel comprenderá que su destino le arrastra inexorablemente a enfrentarse con la mayor de las sombras: la que está creciendo en su interior. Rebosante de intriga y emoción, El Prisionero del Cielo es una novela magistral donde los hilos de La Sombra del Viento y El Juego del Ángel convergen a través del embrujo de la literatura y nos conduce hacia el enigma que se oculta en el corazón del Cementerio de los Libros Olvidados.",,,,,,,,,,,379,,,,,,español,,,,,,9788408105824,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 11:59:19.165716052,,,,,,,,g8PkygAACAAJ,,0,0,0,,,
El Ultimo Jurado,,,,,John Grisham,"Grisham, John",,,,,,Ediciones B,,,,,,,Fiction,"When a young mother is brutally raped and murdered by a member of the notorious Padgitt family in the small town of Clanton, Mississippi, 23 year-old college dropout Willie Traynor manages to save his nearly bankrupt newspaper by reporting all of the gruesome details. Danny Padgitt's trial comes to a startling and dramatic end when the defendant threatens revenge against the jurors if they convict him. Nine years after being sentenced to life by that same jury, Padgitt is released on parole, returns to Ford County, and the retribution begins. This tight legal thriller is also a portrait of a small town dealing with the effects of the Vietnam War, racial tensions, and political protest on the way of life they are struggling to preserve.",,,,,,,,,,,432,,,,,,español,,,,,,9788466614245,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 12:11:31.366914033,,,,,,,,XKH4PAAACAAJ,,0,0,0,,,
El Vaticano Contra Dios,,,,,Los Milenarios,"Milenarios, Los",,,,,,Ediciones B,,,,,,,Religion,"Un libro publicado en febrero de 1999 se convertia en noticia de portada de todos los periodicos del mundo cinco meses despues. El tribunal de la Sacra Rota habia ordenado el secuestro de esta obra en al libreria vaticana y el proceso de monsenor Marinelli, uno de los autores. El mundo conocia asi la existencia de un libro que el Vaticano censuraba.",,,,,,,,,,,350,,,,,,español,,,,,,9788440694683,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 12:05:53.111461043,,,,,,,,8aFNPgAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/7103269-L.jpg,
Hannibal,,,,,Thomas Harris,"Harris, Thomas",,,,,,Círculo de Lectores,,,,,,,,,,,,,,,,,,,487,,,,,,español,,,,,,9788422682332,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 12:02:59.773563027,,,,,,,,ebwktwAACAAJ,,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/F386948A-3BDE-45A2-9C3E-9DA3C5958F5B,
La química,,,,,Stephenie Meyer,"Meyer, Stephenie",,,,,,Suma,,,,,,,,"En esta trepidante y adictiva novela, una exagente que huye de la organizacin̤ en la que trabajaba deber ̀aceptar un l︢timo caso para limpiar su nombre y salvar su vida",,,,,,,,,,,632,,,,,,español,,,,,,9788491291244,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 12:04:13.725198030,,,,,,,,IBZLMQAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8188277-L.jpg,
La sombra del viento,,,,,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,,,,,"Ediciones Planeta, S.A.",,,,,,,Mothers and sons,,,,,,,,,,,,575,,,,,,,,,,,,9788408043645,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 11:59:41.547953963,,,,,,,,,,0,0,0,,https://covers.openlibrary.org/b/id/7430386-L.jpg,
La trilogía de la niebla,,,,,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,,,,,Planeta,,,,,,,Fiction,"En una misteriosa casa de la costa atlántica, lejos del Londres amenazado por la guerra, Max va a descubrir que los desafíos del presente a menudo tienen su razón de ser en pactos inconfesables sellados mucho tiempo atrás, donde habitan seres como El Príncipe de la Niebla.En la Calcuta de 1932, un tren en llamas atraviesa la ciudad, y el círculo de amigos de Ben y Sheere debe enfrentarse al más terrible y mortífero enigma de la ciudad de los palacios; una aventura, El Palacio de la Medianoche, que va a cambiar sus propias vidas.Entre París y un extraño faro de Normandía se desarrolla Las Luces de Septiembre, en la que Irene e Ismael se adentran en el misterio de un fabricante de juguetes que vive entre seres mecánicos y sombras del pasado, a la vez que crecen los lazos que los van a unir para siempre.La Trilogía de la Niebla nos ofrece una inigualable combinación de aventura, misterio y emociones, de la mano del magistral narrador de La Sombra del Viento, Carlos Ruiz Zafón.",,,,,,,,,,,877,,,,,,español,,,,,,9788408074472,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 11:58:39.232725024,,,,,,,,GuIlHwAACAAJ,,0,0,0,,,
Los pilares de la tierra,,,,,Ken Follett,"Follett, Ken",,,,,,Círculo de Lectores,,,,,,,White Ship,"El gran maestro de las novelas de acción y de suspense lleva al lector a la Edad Media para sumirlo en un fascinante mundo con reyes, damas, caballeros y luchas feudales. El amor y la muerte se entrecruzan constantemente en este magistral tapiz que tiene como centro la construcción de una catedral gótica. ""Los pilares de la tierra"" comienza con el ahorcamiento público de un inocente y acaba con la humillación de un rey. Esta novela ha obtenido un éxito internacional sin precedentes en los últimos tiempos.",,,,,,,,,,,1053,,,,,,español,,,,,,9788422635758,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 11:53:10.961333036,,,,,,,,wcXVOgAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/7014481-L.jpg,
Noche sobre las aguas,,,,,Ken Follett,"Follett, Ken",,,,,,Círculo de Lectores,Barcelona,,1992,,,,Fiction,,,,,,,,,,,,491,,,,,,español,,,,,,9788422640332,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/29 18:55:10.489678978,,,,,,,,MgKjQwAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/7356305-L.jpg,
Nunca,,,,,Ken Follett,"Follett, Ken",,,,,,Plaza & Janés,,,,,,,Juvenile Nonfiction,"Un oasis que se encoge en el desierto del Sahara; un dron robado del ejército de los Estados Unidos; una isla japonesa deshabitada; y el alijo secreto de venenos químicos mortales de un país. Pauline Green, la primera mujer presidenta de los Estados Unidos, navega por los ataques terroristas, el comercio ilegal de armas y las campañas de difamación de su fanfarrón oponente político con una diplomacia cuidadosa y hábil. Hará todo lo que esté a su alcance para evitar iniciar una guerra innecesaria. Cuando un acto de agresión conduce a otro, los países más poderosos del mundo se ven atrapados en una compleja red de alianzas de las que no pueden escapar. Y una vez que todas las piezas siniestras estén en su lugar, ¿puede alguien, incluso aquellos con las mejores intenciones y la mayoría de las habilidades de élite, detener lo inevitable?",,,,,,,,,,,832,,,,,,español,,,,,,9788401027055,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 11:57:25.079928040,,,,,,,,qh_BzgEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/12384927-L.jpg,
Un mundo sin fin,,,,,Ken Follett,"Follett, Ken",,,,,,PLAZA & JANES,,,,,,,Literary Collections,"El día después de Halloween de 1327, cuatro niños se escabullen de ciudad de Kingsbridge. Son una ladronzuela, un abusón, un pequeño genio y una niña que sueña con ser médico. En el bosque ven como dos hombres son asesinados. Al crecer, sus vidas se verán entrelazadas a causa de la ambición, el amor, la codicia y la venganza. Conocerán la prosperidad y el hambre, enfermedades y guerra. Uno de los chicos viajará por todo el mundo para terminar volviendo a casa, mientras que el otro se transformará en un noble poderoso y corrupto. Una chica desafiará al poder de la Iglesia medieval y la otra perseguirá un amor inalcanzable. Pero siempre vivirán bajo la alargada sombra del asesinato que presenciaron de niños en aquel profético día. El Mundo sin Fin es la secuela de Los Pilares de la Tierra, pero no importa en qué orden las leas. El segundo.",,,,,,,,,,,1184,,,,,,español,,,,,,9788401336560,,0,0.000000,Estantería 2.2,Unread,,0,,,,,,,,0,,,,,2025/09/21 11:55:52.160539984,,,,,,,,dQ62RAAACAAJ,,0,0,0,,,
